unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0007WKB14:short-lived_machine--avoid_this_lemon:california_dreamer,B0007WKB14,Panasonic DMR-ES10S DIGA Series DVD Recorder (Silver): Electronics,electronics,1 of 1,1.0,Short-lived machine--avoid this lemon,"June 17, 2006",California Dreamer,Southern California,"Here is the original review of this machine I wrote on June 17, 2006:

We bought this machine just over a year ago (a year and two weeks, to be specific).  We had another very similar Panasonic DVD recorder (DMR-E55) in a different room and wanted to be able to record and watch DVD-RAMs on both.  For a long time, the ES10S recorder worked fine.  Recently, though, it has begun making noises when starting up and shutting down, and now it occasionally has problems reading the disks, ejecting them, and even playing them.  At first we thought this might be because we'd recorded over the DVD-RAMs so many times.  But today we tested one of them in the other machine, which has never made any similar noises, and the E55 had no problems with it.  Needless to say, we're not happy that the ES10S seems to be dying, especially since the 1-year warranty just ended.  If you buy or own this machine, follow up on any strange noises as soon as you hear them if you're within the warranty period, because the noises and problems just get worse.  Panasonic is usually a reliable brand, one we've used for many years, but this machine seems to be a lemon.  We're actually going to write to Panasonic about it--I'll try to post again with the results.

Here is my update, which I wrote November 3:

This is a follow-up review to the one above, which I wrote on June 17. I wrote to Panasonic after my machine had stopped working just after the warranty ended. They sent me a nice letter authorizing a free repair, including labor, of the machine at one of three places they listed. The places were all within a half-hour drive of my home. After doing some research, I chose one and brought in the machine. They fixed it by replacing ""the entire internal mechanism"" (I don't know what that means). We got the machine back from the repair shop near the end of July; it's now the beginning of November. The fixed machine worked fine for a while, but in the past few weeks, we've been hearing the same old noises that were the beginning of the end for it before. I'm going to try writing to Panasonic again and asking for a refund, because this machine really seems to have something fundamentally wrong with it. It's still working, but I know from the last time with these noises and efforts to read the disks that soon it won't. Avoid this machine. Again, the previous Panasonic model (DMR-E55) we bought hasn't had any of these difficulties and continues to work great. We're still big Panasonic fans, but this particular model is a lemon."
B00080FO4O:temporary_device:sooner4x4,B00080FO4O,iHome iH5 Clock Radio for iPod White: Electronics,electronics,2 of 3,1.0,Temporary device,"November 12, 2006",sooner4x4,Oklahoma,"I would only recommend this product if you need something that only lasts six months.  There is a reason the warranty is only 90 days.  The performance (sound quality) steadily declines over time.  The ihome worked great when it was new, but it won't play songs from the ipod anymore, and the radio is a static box"
"B00080FO4O:ihome_is_a_disappointment:manda_""mnda""",B00080FO4O,iHome iH5 Clock Radio for iPod White: Electronics,electronics,2 of 3,1.0,iHome is a disappointment,"November 10, 2006","Manda ""Mnda""","Virginia, USA","So when I first got the iHome for Christmas, I loved it. Well, I loved it in spite of the glaring bright light, that even at its lowest setting has to be blocked for me to get to sleep. However, after awhile the iHome will not register my iPods existence at all. Today I was able to enjoy thirty seconds of a song before it fell into disgrace again. I would not recommend this product if you want something that lasts. This device has become nothing more than a nuisance that won't even pick up radio stations. So, the alarm can only be set to a vaguely annoying beep when these functions are disabled. Useless"
B00080FO4O:too_bright!__not_for_light_sleepers!:kmoore,B00080FO4O,iHome iH5 Clock Radio for iPod White: Electronics,electronics,2 of 2,2.0,Too bright!  Not for light sleepers!,"October 24, 2006",KMoore,"Philadelphia, PA United States","We have had ours for almost a year - it still works great, but there is one big problem - the display is a white/violet bright light.  Great for visibility of the clock when you need it, but unfortunately, even when it's on the lowest setting, it lights up our whole room!  My husband sleeps through it fine, but I need a dark room to fall asleep and I always have to throw a sweater or towel over it.  We finally gave it up and switched back to our old clock radio"
"B00080FO4O:great_features,_unreliable_connections:k._n._gunn",B00080FO4O,iHome iH5 Clock Radio for iPod White: Electronics,electronics,3 of 3,2.0,"Great Features, Unreliable Connections","September 21, 2006",K. N. Gunn,"Carrboro, NC United States","I like the features.  I'm satisfied with the sound.  The user interface could be more intuitive.

HOWEVER, my overriding complaint is that the docking port (as many other reviewers have mentioned) is not reliable.  The connection is poorly constructed, so just walking by the table on which it sits is often enough to make it think the iPod isn't there any more.  If they could fix this quality problem, it would be well worth the $100, but since it is very hard to get it to recognize the connection reliably you just can't justify it at any price"
B000BFYPM8:kills_computer_/_un-stoppable_shriek_alarm__:flagday1960,B000BFYPM8,APC BE350R Back-UPS 350VA for Home/Office Computers: Electronics,electronics,2 of 21,1.0,KILLS COMPUTER / UN-STOPPABLE SHRIEK ALARM,"August 3, 2006",flagday1960,St.Louis,"I mistakenly believed the hype that this thing would PROTECT my computer from BEING KILLED, but instead, this thing has KILLED my computer FOR THE SECOND TIME IN 4 DAYS, EMITTING AN UN-STOPPABLE(i.e., CAN'T TURN THE FEATURE OFF) SHRIEK ALARM. How do smart, talented people idiotically convince themselves that a home product should have an ear-piercing shriek-alarm that can't be defeated / silenced? 
In addition to doing far, far more damage than it can ever prevent, ask yourself -- do you want this un-stoppable ear-piercing shriek alarm going off in your house at 2a.m.? I BOUGHT ONE APC PRODUCT, AND SO FAR, THEY'RE 100% DEFECTIVE AND 100% DELITERIOUS TO THE USE OF MY COMPUTER & IT'S A MATTER OF TIME BEFORE IT'S DELITERIOUS TO MY SLEEP."
B00005BC0H:no_support:j._kim,B00005BC0H,C Pen 800C Handheld Scanner: Electronics,electronics,9 of 9,1.0,NO SUPPORT,"June 10, 2006",J. Kim,,"Let's be honest.
This product ain't cheap. It's not something you can just throw away if it decides to stop working. 
I bought mine at cpenusa.com. Delivery was great, only took them a couple of days. However, my c-pen cable was damaged. The connector to the c-pen was, for some reason, cut in half. Without it, you can't recharge or connect the c-pen to the pc.
I called their main office all the way in Sweden during the office hours. NO RESPONSE. I sent three e-mails to cpenusa. NO RESPONSE.
I don't care if the product itself is great(I'll never know now, will I..). If you're unable to receive support when you need 'em, you're screwed. 
If you're just interested in electronic equipments, just want to try things out and don't really care if you're on your own, go ahead and try it. Let me know how this thing really is. Otherwise, buy a product that you can trust on with respect to after-sales support"
B000COB58K:did_not_get_it_in_the_mail_yet:adolfo_reyes,B000COB58K,3-Year Service Plan for Personal Electronics $200 to $599.99: Electronics,electronics,2 of 3,1.0,did not get it in the mail yet,"November 5, 2006",Adolfo Reyes,,I have been charged however I did not get a copy of the policy to date.
"B0002CPBWS:bad_quality:harry_potter_tun_""tun""",B0002CPBWS,Microsoft Wireless Notebook Optical Mouse 3000- Winter Blue: Electronics,electronics,0 of 1,1.0,bad quality,"November 7, 2006","Harry Potter Tun ""Tun""","CA, USA","I bought this item like 2 months ago, and now it's broken. I'm sooo frustrated. 

I 'd not recommend buying this item"
"B0002CPBWS:great_for_a_while,_and_then_not_so_good:weary_road_warrior",B0002CPBWS,Microsoft Wireless Notebook Optical Mouse 3000- Winter Blue: Electronics,electronics,,2.0,"Great for a while, and then not so good","October 20, 2006",Weary Road Warrior,"Chicago, IL","This was a great mouse for about the first year I owned. After one year is when all of the problems started.  The mouse now loses connection sproadically and sometimes it doesn't want to connect at all.  I have changed the battery quite a few times and that doesn't seem to help.  It is very tempremental, and I have now given up and am shopping for a replacement.

So, a word to the wise - in my experience the mouse will work great for a while, just be prepared to replace it in a year or so"
B00017IX10:good_system_-_one_huge_flaw:kevin,B00017IX10,Altec Lansing inMotion Portable Audio System for iPod: Electronics,electronics,,1.0,Good system - one huge flaw,"November 8, 2006",Kevin,"SLC, UT","This is a good product - sounds great, gets good battery life, everything you'd hope for in an iPod dock.  But it has one major flaw.  The iPod docking port is really flimsy, and has no structural support aside from the actual electronics themselves.  After a little bit of use, the connection between the iPod and the dock deteriorated to the point that the volume fluctuated up and down, and sometimes the sound cuts out all together.

If they added some kind of simple support so that bumping the iPod wouldn't stress the electronics, I'd give this thing 5 stars.  But without that, it simply breaks quickly, and no longer performs its only job - to sound good."
B000B6KXM8:sony_rm-ax4000:joey,B000B6KXM8,Sony RM-AX4000 Home Theater Remote Control: Electronics,electronics,1 of 1,2.0,Sony RM-AX4000,"November 3, 2006",Joey,"North  Wales, PA","This is a poorly designed remote. I have six devices connected to my HD television set. The software depends on the user assigning positions to the various inputs to the TV and, in my case, routinely activated the wrong device when I used the remote. I purchased a Logistics Harmony remote and it works perfectly. At this point the only thing that I use the remote for is to remotely turn on my satellite receiver at a certain time during the day to record to Replay TV (which cannot turn the TV on and off)."
